Annotation	n	depth	station
GO:0006097	55688	1	68
GO:0019464	55528	1	68
GO:0008177	55448	1	68
GO:0031071	55423	1	68
GO:0006546	54888	1	68
GO:0003896	54841	1	68
GO:0019752	54717	1	68
GO:0004815	54581	1	68
GO:0006422	54473	1	68
GO:0015297	54051	1	68
GO:0000716	54043	1	68
GO:0016773	53843	1	68
GO:0001123	53806	1	68
GO:0003883	53773	1	68
GO:0004824	53760	1	68
GO:0006430	53702	1	68
GO:0006777	53602	1	68
GO:0008410	53404	1	68
GO:0006813	53262	1	68
GO:0004360	53239	1	68
GO:0008610	53121	1	68
GO:1901137	53072	1	68
GO:0008661	52245	1	68
GO:0016597	51931	1	68
GO:0004160	51760	1	68
GO:0009408	51649	1	68
GO:0015232	51626	1	68
GO:0004825	51368	1	68
GO:0015074	51308	1	68
GO:0009678	51100	1	68
GO:0016743	50918	1	68
GO:0052865	50167	1	68
GO:0006431	50012	1	68
GO:0016851	49908	1	68
GO:0008080	49660	1	68
GO:0003911	49612	1	68
GO:0042558	49533	1	68
GO:0030955	49318	1	68
GO:0004148	49288	1	68
GO:0004013	49018	1	68
GO:0032153	48949	1	68
GO:0004151	48349	1	68
GO:0000902	48225	1	68
GO:0042450	48192	1	68
GO:0046654	47959	1	68
GO:0046677	47882	1	68
GO:0050560	47602	1	68
GO:0045727	47204	1	68
GO:0002949	47167	1	68
GO:0004827	47023	1	68
GO:0016831	47021	1	68
GO:0015658	46933	1	68
GO:0035596	46723	1	68
GO:0006270	46597	1	68
GO:0006275	46453	1	68
GO:0006433	46433	1	68
GO:0016765	46365	1	68
GO:0016462	46338	1	68
GO:0004355	46007	1	68
GO:0015940	46005	1	68
GO:0006535	45994	1	68
GO:0004802	45914	1	68
GO:0008750	45887	1	68
GO:0004181	45885	1	68
GO:0044237	45880	1	68
GO:0008964	45845	1	68
GO:0006515	45571	1	68
GO:0045263	45487	1	68
GO:0034605	45450	1	68
GO:0004333	45349	1	68
GO:0003995	45304	1	68
GO:0046855	45294	1	68
GO:0004018	45212	1	68
GO:0050897	45199	1	68
GO:0004326	45015	1	68
GO:0003922	44810	1	68
GO:0016151	44767	1	68
GO:0006424	44622	1	68
GO:0050566	44279	1	68
GO:0004044	44221	1	68
GO:0004180	44175	1	68
GO:0070626	44107	1	68
GO:0007059	43986	1	68
GO:0032977	43976	1	68
GO:0015035	43846	1	68
GO:0016868	43756	1	68
GO:0009249	43749	1	68
GO:0015562	43735	1	68
GO:0016783	43536	1	68
GO:0003688	43517	1	68
GO:0016209	43505	1	68
GO:0004372	43239	1	68
GO:0019264	43228	1	68
GO:0003857	43082	1	68
GO:0006108	43002	1	68
GO:0004450	43001	1	68
GO:0006106	42776	1	68
GO:0045239	42775	1	68
GO:0016747	42678	1	68
GO:0008173	42652	1	68
GO:0000271	42161	1	68
GO:0004478	42020	1	68
GO:0006556	41998	1	68
GO:0004019	41819	1	68
GO:0004471	41410	1	68
GO:0042158	41388	1	68
GO:0004821	41124	1	68
GO:0004818	41081	1	68
GO:0008312	41076	1	68
GO:0006119	40927	1	68
GO:0009234	40764	1	68
GO:0006635	40673	1	68
GO:0048500	40424	1	68
GO:0004817	40399	1	68
GO:0006423	40183	1	68
GO:0006783	40055	1	68
GO:0003937	40003	1	68
GO:0004643	39894	1	68
GO:0006427	39531	1	68
GO:0006107	39427	1	68
GO:0008705	39341	1	68
GO:0043165	39308	1	68
GO:0042910	38958	1	68
GO:0140078	38779	1	68
GO:0004072	38694	1	68
GO:0016791	38691	1	68
GO:0008134	38382	1	68
GO:0070475	38326	1	68
GO:0006164	38232	1	68
GO:0015990	37890	1	68
GO:0004634	37349	1	68
GO:0000015	37291	1	68
GO:0035556	36591	1	68
GO:0106029	36477	1	68
GO:0019684	36432	1	68
GO:0009117	36410	1	68
GO:0005978	36392	1	68
GO:0030089	36354	1	68
GO:0004831	36249	1	68
GO:0050242	36213	1	68
GO:0009986	35891	1	68
GO:0006437	35762	1	68
GO:0006006	35415	1	68
GO:0000027	35305	1	68
GO:0004075	35207	1	68
GO:0008615	35183	1	68
GO:0008643	33751	1	68
GO:0003952	33632	1	68
GO:0005315	32698	1	68
GO:0009190	32381	1	68
GO:0000272	31948	1	68
GO:0051258	31596	1	68
GO:0051116	30820	1	68
GO:0004828	30398	1	68
GO:0006434	30252	1	68
GO:0036068	29884	1	68
GO:0106311	29420	1	68
GO:0106310	29389	1	68
GO:0015299	29219	1	68
GO:0009378	29172	1	68
GO:0006564	29165	1	68
GO:0008863	28987	1	68
GO:0022900	28209	1	68
GO:0071973	27994	1	68
GO:0004332	27821	1	68
GO:0009767	27493	1	68
GO:0042274	27407	1	68
GO:0031470	27113	1	68
GO:0008915	27060	1	68
GO:0016041	27035	1	68
GO:0008295	26893	1	68
GO:0009535	26657	1	68
GO:0004109	26333	1	68
GO:0008186	26324	1	68
GO:0003844	26179	1	68
GO:0004399	25900	1	68
GO:0006464	25732	1	68
GO:0030956	25113	1	68
GO:0071897	23579	1	68
GO:0004049	23269	1	68
GO:0006231	23251	1	68
GO:0004107	23077	1	68
GO:0008170	22781	1	68
GO:0008121	22365	1	68
GO:0004055	22131	1	68
GO:0043335	20028	1	68
GO:0009263	19759	1	68
GO:0004455	19010	1	68
GO:0003862	18776	1	68
GO:0004791	18574	1	68
GO:0004749	16182	1	68
GO:0009165	16148	1	68
GO:0003849	15948	1	68
GO:0004830	15646	1	68
GO:0005874	14669	1	68
GO:0007018	14489	1	68
GO:0006486	14330	1	68
GO:0004674	14301	1	68
GO:0019829	14296	1	68
GO:0004096	14156	1	68
GO:0042744	14061	1	68
GO:0008239	13738	1	68
GO:0042372	13661	1	68
GO:0003951	13543	1	68
GO:0050136	13178	1	68
GO:0007156	13109	1	68
GO:0006313	12996	1	68
GO:0019556	12981	1	68
GO:0019557	12944	1	68
GO:0046429	12903	1	68
GO:0009376	12598	1	68
GO:0004056	12596	1	68
GO:0016636	12496	1	68
GO:0008276	12352	1	68
GO:0016628	12300	1	68
GO:0019685	12213	1	68
GO:0031119	12099	1	68
GO:0009102	12096	1	68
GO:0016788	11989	1	68
GO:0005829	11960	1	68
GO:0004637	11899	1	68
GO:0006401	11896	1	68
GO:0008976	11823	1	68
GO:0016992	11767	1	68
GO:0016811	11733	1	68
GO:0019509	11578	1	68
GO:0004474	11394	1	68
GO:0042777	11138	1	68
GO:0008963	10848	1	68
GO:0042651	10623	1	68
GO:0008852	10513	1	68
GO:0006235	10398	1	68
GO:0004174	10324	1	68
GO:0015095	10191	1	68
GO:0006534	9985	1	68
GO:0008686	9883	1	68
GO:0008966	9827	1	68
GO:0004047	9777	1	68
GO:0045892	9714	1	68
GO:0004325	9688	1	68
GO:0015942	9672	1	68
GO:0006436	9617	1	68
GO:0015379	9617	1	68
GO:0015079	9551	1	68
GO:0016879	9390	1	68
GO:0004491	9350	1	68
GO:0017000	9341	1	68
GO:0006631	9257	1	68
GO:0016410	9237	1	68
GO:0006221	9222	1	68
GO:0008479	9215	1	68
GO:0045275	9196	1	68
GO:0101030	9173	1	68
GO:0019104	9171	1	68
GO:0006166	9086	1	68
GO:0004618	9018	1	68
GO:0031460	8966	1	68
GO:0004329	8965	1	68
GO:0004070	8920	1	68
GO:0061711	8761	1	68
GO:0000107	3858	1	68
GO:0070615	3131	1	68
GO:0008569	2738	1	68
GO:0030286	2673	1	68
GO:0004803	151	1	68
GO:0039693	89	1	68
GO:0007165	88	1	68
GO:0009307	72	1	68
GO:0008998	68	1	68
GO:0009007	60	1	68
GO:0006935	59	1	68
GO:0030288	55	1	68
GO:0031418	52	1	68
GO:0099000	49	1	68
GO:0005198	47	1	68
GO:0019028	47	1	68
GO:0009425	43	1	68
GO:0004673	42	1	68
GO:0009253	40	1	68
GO:0044780	40	1	68
GO:0016817	37	1	68
GO:0004499	36	1	68
GO:0050797	36	1	68
GO:0003910	33	1	68
GO:0004601	33	1	68
GO:0006811	33	1	68
GO:0008773	33	1	68
GO:0004494	32	1	68
GO:0006799	31	1	68
GO:0009358	31	1	68
GO:0098027	31	1	68
GO:0006323	30	1	68
GO:0009331	30	1	68
GO:0015627	30	1	68
GO:0015628	30	1	68
GO:0019012	30	1	68
GO:0071705	30	1	68
GO:0006817	29	1	68
GO:0015667	29	1	68
GO:0003774	28	1	68
GO:0005615	28	1	68
GO:0008745	28	1	68
GO:0008081	27	1	68
GO:0015344	27	1	68
GO:0038023	27	1	68
GO:0070814	27	1	68
GO:0006072	26	1	68
GO:0016668	26	1	68
GO:0016798	26	1	68
GO:0051607	26	1	68
GO:0003985	25	1	68
GO:0004812	25	1	68
GO:0008235	25	1	68
GO:0009103	25	1	68
GO:0009401	25	1	68
GO:0009424	25	1	68
GO:0015655	25	1	68
GO:0042908	25	1	68
GO:0099002	25	1	68
GO:0000103	24	1	68
GO:0003682	24	1	68
GO:0008446	24	1	68
GO:0009635	24	1	68
GO:0016639	24	1	68
GO:0019673	24	1	68
GO:0006808	23	1	68
GO:0008882	23	1	68
GO:0035435	23	1	68
GO:0050313	23	1	68
GO:0004352	22	1	68
GO:0006418	22	1	68
GO:0009898	22	1	68
GO:0016832	22	1	68
GO:0019551	22	1	68
GO:0019646	22	1	68
GO:0031297	22	1	68
GO:0036310	22	1	68
GO:0042128	22	1	68
GO:0042834	22	1	68
GO:0071709	22	1	68
GO:0004300	21	1	68
GO:0004781	21	1	68
GO:0008948	21	1	68
GO:0009035	21	1	68
GO:0044781	21	1	68
GO:0051205	21	1	68
GO:0070401	21	1	68
GO:0003993	20	1	68
GO:0004888	20	1	68
GO:0007155	20	1	68
GO:0008152	20	1	68
GO:0008795	20	1	68
GO:0009254	20	1	68
GO:0046718	20	1	68
GO:0051920	20	1	68
GO:0070573	20	1	68
GO:0004357	19	1	68
GO:0006139	19	1	68
GO:0006304	19	1	68
GO:0008859	19	1	68
GO:0017150	19	1	68
GO:0044826	19	1	68
GO:0075713	19	1	68
GO:0003842	18	1	68
GO:0006308	18	1	68
GO:0008271	18	1	68
GO:0015416	18	1	68
GO:0016042	18	1	68
GO:0019072	18	1	68
GO:0019076	18	1	68
GO:0004866	17	1	68
GO:0006751	17	1	68
GO:0006878	17	1	68
GO:0009289	17	1	68
