Annotation	n	depth	station
GO:0016021	11754803	2	78
GO:0005524	10218948	2	78
GO:0005737	8230033	2	78
GO:0046872	6106020	2	78
GO:0005886	4382463	2	78
GO:0003677	3593002	2	78
GO:0000287	2127858	2	78
GO:0016787	2125334	2	78
GO:0016491	2086566	2	78
GO:0008270	1696031	2	78
GO:0051539	1209364	2	78
GO:0022857	1206056	2	78
GO:0005525	1168796	2	78
GO:0003824	1148801	2	78
GO:0016887	1090174	2	78
GO:0006412	1048079	2	78
GO:0003723	1038691	2	78
GO:0042626	1034751	2	78
GO:0050660	985724	2	78
GO:0006260	985607	2	78
GO:0000049	962289	2	78
GO:0055085	948736	2	78
GO:0030170	947663	2	78
GO:0016740	907792	2	78
GO:0006281	828868	2	78
GO:0003924	824923	2	78
GO:0003735	819994	2	78
GO:0051287	815305	2	78
GO:0005975	805103	2	78
GO:0006099	796288	2	78
GO:0032259	760924	2	78
GO:0006541	748626	2	78
GO:0051301	717178	2	78
GO:0003676	712882	2	78
GO:0005840	664857	2	78
GO:0019843	632961	2	78
GO:0020037	618821	2	78
GO:0000166	612369	2	78
GO:0009252	607549	2	78
GO:0003899	603172	2	78
GO:0003887	599415	2	78
GO:0006351	582125	2	78
GO:0008360	571522	2	78
GO:0009055	566732	2	78
GO:0016829	554402	2	78
GO:0004252	547930	2	78
GO:0008168	543309	2	78
GO:0050661	540083	2	78
GO:0006189	534180	2	78
GO:0016301	524843	2	78
GO:0009432	505962	2	78
GO:0071555	503006	2	78
GO:0006265	488406	2	78
GO:0009279	486037	2	78
GO:0008137	466968	2	78
GO:0009058	461297	2	78
GO:0016020	451040	2	78
GO:0006457	442576	2	78
GO:0003678	439645	2	78
GO:0008483	437368	2	78
GO:0005887	436723	2	78
GO:0030976	429473	2	78
GO:0006355	423208	2	78
GO:0051082	422906	2	78
GO:0051536	420787	2	78
GO:0002161	417542	2	78
GO:0043190	415307	2	78
GO:0007049	412783	2	78
GO:0008408	411014	2	78
GO:0005506	406217	2	78
GO:0048038	404855	2	78
GO:0006633	402731	2	78
GO:0006289	390729	2	78
GO:0009380	383283	2	78
GO:0009097	382661	2	78
GO:0003746	380996	2	78
GO:0006310	378585	2	78
GO:0016757	377282	2	78
GO:0004222	371339	2	78
GO:0003918	356577	2	78
GO:0006261	349429	2	78
GO:0005694	345804	2	78
GO:0042773	341662	2	78
GO:0006526	339402	2	78
GO:0051537	336414	2	78
GO:0044205	336105	2	78
GO:0010181	328638	2	78
GO:0046933	311757	2	78
GO:0009381	303858	2	78
GO:0008233	302784	2	78
GO:0016874	299667	2	78
GO:0006605	298535	2	78
GO:0009098	294196	2	78
GO:0003684	291184	2	78
GO:0031676	289742	2	78
GO:0004386	287530	2	78
GO:0006396	285801	2	78
GO:0065002	283164	2	78
GO:0016627	282996	2	78
GO:0004176	281630	2	78
GO:0016620	280188	2	78
GO:0009089	278715	2	78
GO:0005509	278164	2	78
GO:0003700	277849	2	78
GO:0006096	277195	2	78
GO:0000105	272050	2	78
GO:0016853	268309	2	78
GO:0004553	255718	2	78
GO:0042597	253102	2	78
GO:0006400	252023	2	78
GO:0009099	250213	2	78
GO:0006537	248102	2	78
GO:0009073	248038	2	78
GO:0008237	242425	2	78
GO:0016746	240421	2	78
GO:0016114	234192	2	78
GO:0008652	231753	2	78
GO:0009236	231367	2	78
GO:0016705	230226	2	78
GO:0032549	229428	2	78
GO:0071949	228523	2	78
GO:0051538	227075	2	78
GO:0045261	225545	2	78
GO:0000155	222641	2	78
GO:0004088	221168	2	78
GO:0031419	217274	2	78
GO:0004748	216814	2	78
GO:1990077	215440	2	78
GO:0016226	214170	2	78
GO:0009082	213524	2	78
GO:0008658	211354	2	78
GO:0046983	207529	2	78
GO:0009116	203653	2	78
GO:0015031	203541	2	78
GO:0004519	200639	2	78
GO:0009423	197839	2	78
GO:0009088	197773	2	78
GO:0004129	197377	2	78
GO:0030145	194934	2	78
GO:0018298	192035	2	78
GO:0006730	191336	2	78
GO:0017004	185280	2	78
GO:0016810	181594	2	78
GO:0003743	181279	2	78
GO:0035999	178797	2	78
GO:0043022	175962	2	78
GO:0008484	172265	2	78
GO:0006353	171856	2	78
GO:0003755	170870	2	78
GO:0009435	169362	2	78
GO:0016987	169081	2	78
GO:0043565	168295	2	78
GO:0006207	165871	2	78
GO:0046961	165730	2	78
GO:0043952	163307	2	78
GO:0008236	162656	2	78
GO:0008955	161133	2	78
GO:0009086	161126	2	78
GO:0006629	159985	2	78
GO:0016779	159750	2	78
GO:0019288	159659	2	78
GO:0004826	159513	2	78
GO:0030163	158810	2	78
GO:0016616	158798	2	78
GO:0006432	158582	2	78
GO:0015979	156936	2	78
GO:0004822	156730	2	78
GO:0006782	155577	2	78
GO:0009228	155323	2	78
GO:0006428	154207	2	78
GO:0008654	152569	2	78
GO:0000160	151735	2	78
GO:0003697	151054	2	78
GO:0051213	149755	2	78
GO:0004497	149361	2	78
GO:0006814	147562	2	78
GO:0015930	147443	2	78
GO:0050567	146287	2	78
GO:0003989	145879	2	78
GO:0070006	145805	2	78
GO:0008410	145468	2	78
GO:0006520	145407	2	78
GO:0009231	143929	2	78
GO:0004642	142946	2	78
GO:0017038	142438	2	78
GO:0015935	142361	2	78
GO:0009245	140800	2	78
GO:0019877	139453	2	78
GO:0005576	139172	2	78
GO:0004177	137850	2	78
GO:0009002	137608	2	78
GO:0008033	137601	2	78
GO:0000272	137549	2	78
GO:0004813	137043	2	78
GO:0006269	136957	2	78
GO:0006419	135924	2	78
GO:0004356	135860	2	78
GO:0003994	134595	2	78
GO:0044208	134496	2	78
GO:0009360	134439	2	78
GO:0008115	134235	2	78
GO:0006094	133734	2	78
GO:0015934	131415	2	78
GO:0046653	131260	2	78
GO:0003917	130885	2	78
GO:0006542	130873	2	78
GO:0006284	130708	2	78
GO:0019346	128523	2	78
GO:0005507	128057	2	78
GO:0097367	126633	2	78
GO:0047780	126146	2	78
GO:0016614	125819	2	78
GO:0015293	123054	2	78
GO:0004375	122962	2	78
GO:0004832	122073	2	78
GO:0006438	121917	2	78
GO:0009060	121800	2	78
GO:0006865	121493	2	78
GO:0016655	119587	2	78
GO:0070403	118975	2	78
