Annotation	n	depth	station
GO:0004802	9730	3	98
GO:0006744	9722	3	98
GO:0004072	9711	3	98
GO:0015293	9673	3	98
GO:0004827	9650	3	98
GO:0034605	9634	3	98
GO:0006515	9599	3	98
GO:0006430	9564	3	98
GO:0004795	9550	3	98
GO:0022900	9484	3	98
GO:0022904	9424	3	98
GO:0005198	9388	3	98
GO:0003857	9316	3	98
GO:0008134	9278	3	98
GO:0070469	9266	3	98
GO:0006298	9255	3	98
GO:0004818	9221	3	98
GO:0043758	9203	3	98
GO:0019867	9156	3	98
GO:0042254	9146	3	98
GO:0016773	9138	3	98
GO:0015969	9120	3	98
GO:0004049	9078	3	98
GO:0030983	8970	3	98
GO:0048500	8943	3	98
GO:0050560	8839	3	98
GO:0004372	8785	3	98
GO:0008312	8755	3	98
GO:0042910	8755	3	98
GO:0004400	8732	3	98
GO:0006631	8702	3	98
GO:0030151	8682	3	98
GO:0004817	8613	3	98
GO:0019264	8608	3	98
GO:0004540	8605	3	98
GO:0009408	8605	3	98
GO:0016462	8462	3	98
GO:0008519	8454	3	98
GO:0016903	8454	3	98
GO:0004375	8438	3	98
GO:0006231	8438	3	98
GO:0016783	8369	3	98
GO:0006433	8327	3	98
GO:0016628	8327	3	98
GO:0004018	8287	3	98
GO:0004332	8169	3	98
GO:0055129	8157	3	98
GO:0070626	8137	3	98
GO:0004056	8080	3	98
GO:0000178	8076	3	98
GO:0032153	8043	3	98
GO:0000917	8040	3	98
GO:0006749	8040	3	98
GO:0004634	8016	3	98
GO:0000015	8003	3	98
GO:0004066	8003	3	98
GO:0006529	7981	3	98
GO:0004831	7930	3	98
GO:0004478	7915	3	98
GO:0009982	7894	3	98
GO:0004450	7889	3	98
GO:0006979	7862	3	98
GO:0006556	7854	3	98
GO:0006275	7848	3	98
GO:0009326	7823	3	98
GO:0016655	7812	3	98
GO:0015942	7791	3	98
GO:0030261	7789	3	98
GO:0030955	7757	3	98
GO:0006423	7726	3	98
GO:0007062	7718	3	98
GO:0004019	7637	3	98
GO:0004055	7586	3	98
GO:0003985	7584	3	98
GO:0046855	7553	3	98
GO:0006635	7551	3	98
GO:0016639	7536	3	98
GO:0004399	7530	3	98
GO:0006401	7510	3	98
GO:0046677	7500	3	98
GO:0001123	7499	3	98
GO:0004075	7484	3	98
GO:0050566	7474	3	98
GO:0050897	7450	3	98
GO:0004828	7440	3	98
GO:0008186	7417	3	98
GO:0009317	7403	3	98
GO:0052654	7397	3	98
GO:0052655	7397	3	98
GO:0052656	7397	3	98
GO:0042558	7391	3	98
GO:0002949	7378	3	98
GO:0004044	7365	3	98
GO:0050797	7322	3	98
GO:0003951	7313	3	98
GO:0004151	7267	3	98
GO:0008963	7261	3	98
GO:0035596	7245	3	98
GO:0004148	7239	3	98
GO:0016868	7230	3	98
GO:0006313	7218	3	98
GO:0009376	7205	3	98
GO:0045727	7198	3	98
GO:0004672	7158	3	98
GO:0008705	7112	3	98
GO:0017000	7092	3	98
GO:0009288	7091	3	98
GO:0004474	7062	3	98
GO:0043165	7062	3	98
GO:0004180	7026	3	98
GO:0004070	7019	3	98
GO:0006434	7001	3	98
GO:0004637	6936	3	98
GO:0004612	6934	3	98
GO:0004830	6905	3	98
GO:0043335	6881	3	98
GO:0008661	6865	3	98
GO:0008177	6859	3	98
GO:0046654	6850	3	98
GO:0106029	6825	3	98
GO:0097056	6823	3	98
GO:0004821	6815	3	98
GO:0006751	6804	3	98
GO:0006825	6791	3	98
GO:0003871	6779	3	98
GO:0003938	6746	3	98
GO:0015940	6740	3	98
GO:0050048	6704	3	98
GO:0007059	6681	3	98
GO:0006564	6671	3	98
GO:0008615	6653	3	98
GO:0006464	6631	3	98
GO:0019464	6606	3	98
GO:0006164	6579	3	98
GO:0004181	6573	3	98
GO:0004812	6568	3	98
GO:0004333	6567	3	98
GO:0016651	6563	3	98
GO:0032977	6551	3	98
GO:0003911	6548	3	98
GO:0009986	6522	3	98
GO:0042158	6515	3	98
GO:0047150	6499	3	98
GO:0008966	6479	3	98
GO:0102953	6465	3	98
GO:0103068	6465	3	98
GO:0019878	6458	3	98
GO:0036374	6445	3	98
GO:0008170	6438	3	98
GO:0016151	6432	3	98
GO:0004749	6373	3	98
GO:0052865	6372	3	98
GO:0006436	6356	3	98
GO:0030956	6340	3	98
GO:0004329	6326	3	98
GO:0008173	6325	3	98
GO:0006427	6307	3	98
GO:0140078	6292	3	98
GO:0004107	6284	3	98
GO:0016798	6265	3	98
GO:0009165	6253	3	98
GO:0016260	6242	3	98
GO:0006534	6238	3	98
GO:0070573	6228	3	98
GO:0006437	6216	3	98
GO:0006935	6185	3	98
GO:0006546	6184	3	98
GO:0008686	6179	3	98
GO:0003862	6168	3	98
GO:0006535	6168	3	98
GO:0006166	6165	3	98
GO:0008883	6163	3	98
GO:0016743	6119	3	98
GO:0031072	6115	3	98
GO:0006270	6092	3	98
GO:0004674	6088	3	98
GO:0008612	4531	3	98
GO:0004174	4392	3	98
GO:0000107	4373	3	98
GO:0015977	4336	3	98
GO:0004455	4335	3	98
GO:0008610	4310	3	98
GO:0015078	4296	3	98
GO:0003688	1760	3	98
GO:0008235	1746	3	98
GO:0019556	1726	3	98
GO:0019557	1723	3	98
GO:0030288	1703	3	98
GO:0045263	1696	3	98
GO:0009063	1685	3	98
