Annotation	n	depth	station
GO:0016021	11159835	1	76
GO:0005524	10744572	1	76
GO:0005737	8922941	1	76
GO:0046872	6057169	1	76
GO:0005886	4382272	1	76
GO:0003677	3821463	1	76
GO:0000287	2313602	1	76
GO:0016787	2052215	1	76
GO:0008270	1792505	1	76
GO:0016491	1733870	1	76
GO:0051539	1234893	1	76
GO:0005525	1184244	1	76
GO:0016887	1160551	1	76
GO:0003723	1109463	1	76
GO:0042626	1039573	1	76
GO:0022857	1030891	1	76
GO:0006260	1030454	1	76
GO:0006412	1008654	1	76
GO:0030170	974738	1	76
GO:0000049	970866	1	76
GO:0050660	956907	1	76
GO:0055085	914889	1	76
GO:0016740	894917	1	76
GO:0006281	883757	1	76
GO:0003824	877386	1	76
GO:0005975	876776	1	76
GO:0003924	853732	1	76
GO:0051301	848865	1	76
GO:0006099	846735	1	76
GO:0051287	813735	1	76
GO:0032259	807189	1	76
GO:0006541	793503	1	76
GO:0003735	783787	1	76
GO:0003676	713064	1	76
GO:0009252	709395	1	76
GO:0008360	667475	1	76
GO:0019843	656904	1	76
GO:0005840	653348	1	76
GO:0003887	616124	1	76
GO:0003899	607143	1	76
GO:0031676	604032	1	76
GO:0006351	588834	1	76
GO:0071555	586441	1	76
GO:0050661	586045	1	76
GO:0000166	575389	1	76
GO:0009432	567580	1	76
GO:0016829	558489	1	76
GO:0008168	556587	1	76
GO:0006189	551384	1	76
GO:0004252	531041	1	76
GO:0016301	513963	1	76
GO:0006355	508144	1	76
GO:0009279	506987	1	76
GO:0006265	497929	1	76
GO:0020037	485196	1	76
GO:0003678	478679	1	76
GO:0005887	472387	1	76
GO:0051082	471888	1	76
GO:0007049	470142	1	76
GO:0006457	465850	1	76
GO:0006310	456528	1	76
GO:0009058	454430	1	76
GO:0009055	433961	1	76
GO:0004222	429563	1	76
GO:0048038	429382	1	76
GO:0009097	429162	1	76
GO:0008408	428591	1	76
GO:0006633	427849	1	76
GO:0016020	420948	1	76
GO:0043190	419888	1	76
GO:0030976	419230	1	76
GO:0008137	416350	1	76
GO:0002161	410962	1	76
GO:0008483	394242	1	76
GO:0006289	389984	1	76
GO:0009380	387795	1	76
GO:0003746	384010	1	76
GO:0016757	373586	1	76
GO:0006526	367335	1	76
GO:0005506	363721	1	76
GO:0003918	361459	1	76
GO:0006261	354042	1	76
GO:0010181	351519	1	76
GO:0004176	350091	1	76
GO:0044205	347118	1	76
GO:0051536	346203	1	76
GO:0015979	345468	1	76
GO:0005694	344869	1	76
GO:0009381	332047	1	76
GO:0008233	330616	1	76
GO:0003700	329230	1	76
GO:0046933	327646	1	76
GO:0018298	320844	1	76
GO:0000155	318630	1	76
GO:0006096	315069	1	76
GO:0003684	312161	1	76
GO:0006605	311499	1	76
GO:0009236	308421	1	76
GO:0004386	307637	1	76
GO:0006396	303550	1	76
GO:0009089	302966	1	76
GO:0009098	302070	1	76
GO:0042773	301560	1	76
GO:0065002	295237	1	76
GO:0016114	284423	1	76
GO:0016620	281865	1	76
GO:0016874	281137	1	76
GO:0000105	275486	1	76
GO:0006537	274598	1	76
GO:0009099	270165	1	76
GO:0051537	267311	1	76
GO:0042597	266772	1	76
GO:0006400	263094	1	76
GO:0051538	260877	1	76
GO:0009073	257134	1	76
GO:0045261	253983	1	76
GO:0008652	253485	1	76
GO:0008237	252048	1	76
GO:0008658	251297	1	76
GO:0004519	249139	1	76
GO:0071949	241428	1	76
GO:0004748	237769	1	76
GO:0004553	237174	1	76
GO:0016853	235963	1	76
GO:0016746	234292	1	76
GO:0016627	234183	1	76
GO:0004088	232122	1	76
GO:0015995	230666	1	76
GO:0032549	229769	1	76
GO:1990077	229535	1	76
GO:0030145	229193	1	76
GO:0009082	225009	1	76
GO:0046983	217623	1	76
GO:0015031	212293	1	76
GO:0030163	210060	1	76
GO:0009423	208486	1	76
GO:0016168	207107	1	76
GO:0009088	206428	1	76
GO:0008955	206196	1	76
GO:0004129	205258	1	76
GO:0016226	202747	1	76
GO:0006782	198264	1	76
GO:0006730	198056	1	76
GO:0016987	196938	1	76
GO:0009116	192664	1	76
GO:0019288	190734	1	76
GO:0000160	189016	1	76
GO:0043022	186981	1	76
GO:0009228	186275	1	76
GO:0003697	184550	1	76
GO:0031419	182763	1	76
GO:0009435	178910	1	76
GO:0046961	175927	1	76
GO:0006353	175068	1	76
GO:0009245	174016	1	76
GO:0017004	173389	1	76
GO:0043565	172007	1	76
GO:0035999	170522	1	76
GO:0043952	169028	1	76
GO:0006207	167181	1	76
GO:0009086	167083	1	76
GO:0009002	167044	1	76
GO:0005509	166188	1	76
GO:0008236	164763	1	76
GO:0006629	162739	1	76
GO:0003743	161877	1	76
GO:0003989	161218	1	76
GO:0004826	160110	1	76
GO:0006432	159770	1	76
GO:0017038	157724	1	76
GO:0016779	157135	1	76
GO:0015930	156934	1	76
GO:0003755	156522	1	76
GO:0019877	156268	1	76
GO:0006269	155741	1	76
GO:0009231	151501	1	76
GO:0004822	149363	1	76
GO:0006814	148419	1	76
GO:0070006	148170	1	76
GO:0006428	147115	1	76
GO:0019346	146239	1	76
GO:0004375	145733	1	76
GO:0003994	145301	1	76
GO:0016705	143999	1	76
GO:0050567	143915	1	76
GO:0047780	143791	1	76
GO:0004642	143420	1	76
GO:0009360	143207	1	76
GO:0006094	140723	1	76
GO:0015293	140346	1	76
GO:0006749	139229	1	76
GO:0016655	139098	1	76
GO:0016117	138592	1	76
GO:0015935	137549	1	76
GO:0008616	136344	1	76
GO:0004813	135804	1	76
GO:0006419	135408	1	76
GO:0005576	135218	1	76
GO:0003917	134746	1	76
GO:2001295	134032	1	76
GO:0004177	132532	1	76
GO:0008115	132512	1	76
GO:0008654	131789	1	76
GO:0044208	131774	1	76
GO:0046653	131549	1	76
GO:0009306	131544	1	76
GO:0016616	129399	1	76
GO:0015977	128844	1	76
GO:0042026	128508	1	76
GO:0008324	127640	1	76
GO:0004356	126783	1	76
GO:0015934	126454	1	76
GO:0016149	126392	1	76
GO:0006402	125890	1	76
GO:0009060	125280	1	76
GO:0008033	122304	1	76
GO:0015450	122277	1	76
GO:0006542	121699	1	76
GO:0008854	121557	1	76
GO:0004654	120514	1	76
GO:0097367	120312	1	76
GO:0004497	120265	1	76
GO:0031564	120070	1	76
GO:0006284	120036	1	76
GO:0051213	119678	1	76
GO:0006364	119645	1	76
GO:0006807	118485	1	76
GO:0004823	118453	1	76
GO:0006429	118275	1	76
GO:0004739	117891	1	76
GO:0002098	117842	1	76
GO:0004820	117440	1	76
GO:0006426	117149	1	76
GO:0045156	117087	1	76
GO:0004315	116976	1	76
GO:0003852	116738	1	76
GO:0006298	115153	1	76
GO:0030983	113563	1	76
GO:0006520	113202	1	76
GO:0004832	112901	1	76
GO:0006438	112842	1	76
GO:0009229	112826	1	76
GO:0004540	112075	1	76
GO:0004591	111806	1	76
GO:0045454	111680	1	76
GO:0006352	111531	1	76
GO:0008094	110999	1	76
GO:0006098	110250	1	76
GO:0009772	110171	1	76
GO:0003987	109951	1	76
GO:0009113	109832	1	76
GO:0004829	109532	1	76
GO:0006865	109473	1	76
GO:0006435	109268	1	76
GO:0000162	109251	1	76
GO:0030261	109211	1	76
GO:0004359	109115	1	76
GO:0007062	109033	1	76
GO:0055129	108695	1	76
GO:0042254	108129	1	76
GO:0006546	107945	1	76
GO:0016810	107460	1	76
GO:0016614	107098	1	76
GO:0031071	106841	1	76
GO:0004326	106707	1	76
GO:0016851	106646	1	76
GO:0070403	106380	1	76
GO:0015074	106332	1	76
GO:0016208	105808	1	76
GO:0019427	105808	1	76
GO:0005315	105448	1	76
GO:0008519	105145	1	76
GO:0006744	104042	1	76
GO:0003984	102919	1	76
GO:0070469	102799	1	76
GO:0015937	102735	1	76
GO:0015969	101734	1	76
GO:0044210	100631	1	76
GO:0006614	99620	1	76
GO:0006979	99605	1	76
GO:0016151	99434	1	76
GO:0005507	98959	1	76
GO:0004527	98152	1	76
GO:0009317	97959	1	76
GO:0004814	97741	1	76
GO:0047834	97608	1	76
GO:0006420	97365	1	76
GO:0004427	96770	1	76
GO:0008177	96697	1	76
GO:0004834	95975	1	76
GO:0008484	95129	1	76
GO:0006097	94342	1	76
GO:0043093	94066	1	76
GO:0004672	93819	1	76
GO:0008661	93431	1	76
GO:0003861	93038	1	76
GO:0000917	92825	1	76
GO:0001123	92533	1	76
GO:0022904	91234	1	76
GO:0019464	89906	1	76
GO:0016743	89862	1	76
GO:0009399	89559	1	76
GO:0006090	89535	1	76
GO:0006813	89500	1	76
GO:0030246	89279	1	76
GO:0004160	89259	1	76
GO:0008299	88982	1	76
GO:0000716	88737	1	76
GO:0000902	88676	1	76
GO:0052865	88468	1	76
GO:0004775	88355	1	76
GO:0004815	87154	1	76
GO:0006422	87096	1	76
GO:0015297	86947	1	76
GO:0008964	86922	1	76
GO:0019752	86536	1	76
GO:0008750	85950	1	76
GO:0004360	85680	1	76
GO:1901137	85360	1	76
GO:0008610	85255	1	76
GO:0016791	84281	1	76
GO:0015658	83497	1	76
GO:0004802	82606	1	76
GO:0003883	82596	1	76
GO:0006268	82419	1	76
GO:0046677	82112	1	76
GO:0042450	81978	1	76
GO:0004180	81962	1	76
GO:0050560	81850	1	76
GO:0009678	81824	1	76
GO:0016597	81734	1	76
GO:0006006	81663	1	76
GO:0015940	81353	1	76
