Annotation	n	depth	station
GO:0016021	3261464	3	65
GO:0005524	2628457	3	65
GO:0005737	1878752	3	65
GO:0046872	1756600	3	65
GO:0005886	1165388	3	65
GO:0003677	908795	3	65
GO:0016787	705792	3	65
GO:0016491	690114	3	65
GO:0000287	507998	3	65
GO:0008270	455754	3	65
GO:0003824	389765	3	65
GO:0051539	361748	3	65
GO:0022857	356125	3	65
GO:0016740	351991	3	65
GO:0005525	317585	3	65
GO:0032259	285231	3	65
GO:0055085	277488	3	65
GO:0016887	273136	3	65
GO:0042626	271031	3	65
GO:0030170	268610	3	65
GO:0006412	264003	3	65
GO:0050660	257911	3	65
GO:0003723	243240	3	65
GO:0005975	235240	3	65
GO:0000049	232313	3	65
GO:0006260	229693	3	65
GO:0003924	215642	3	65
GO:0051287	212559	3	65
GO:0003735	203205	3	65
GO:0006281	202629	3	65
GO:0008168	200014	3	65
GO:0051536	198199	3	65
GO:0003676	191411	3	65
GO:0006099	190749	3	65
GO:0006541	178274	3	65
GO:0020037	177581	3	65
GO:0005840	175214	3	65
GO:0009055	172078	3	65
GO:0016301	169809	3	65
GO:0000166	168998	3	65
GO:0003899	154204	3	65
GO:0008483	154090	3	65
GO:0004252	146519	3	65
GO:0051301	145570	3	65
GO:0009279	141105	3	65
GO:0019843	139249	3	65
GO:0006351	138361	3	65
GO:0008137	137030	3	65
GO:0050661	134054	3	65
GO:0016829	130969	3	65
GO:0016020	129793	3	65
GO:0009058	128530	3	65
GO:0006189	128244	3	65
GO:0003887	127513	3	65
GO:0030976	123502	3	65
GO:0009252	120363	3	65
GO:0043190	118904	3	65
GO:0016874	118350	3	65
GO:0006355	114066	3	65
GO:0003678	113796	3	65
GO:0051537	113600	3	65
GO:0006265	113246	3	65
GO:0006457	111916	3	65
GO:0008360	108556	3	65
GO:0003746	107192	3	65
GO:0005506	105236	3	65
GO:0002161	105110	3	65
GO:0051082	101286	3	65
GO:0042773	100253	3	65
GO:0003700	99842	3	65
GO:0006310	99764	3	65
GO:0048038	99395	3	65
GO:0071555	97523	3	65
GO:0004386	97093	3	65
GO:0016853	96259	3	65
GO:0016757	95703	3	65
GO:0005887	93511	3	65
GO:0004222	93152	3	65
GO:0009097	92127	3	65
GO:0009432	90663	3	65
GO:0016810	88108	3	65
GO:0007049	87844	3	65
GO:0008408	86159	3	65
GO:0031419	85968	3	65
GO:0016627	83974	3	65
GO:0005694	83601	3	65
GO:0008233	83454	3	65
GO:0003918	83255	3	65
GO:0006633	82092	3	65
GO:0016705	78833	3	65
GO:0006526	78819	3	65
GO:0000105	78160	3	65
GO:0044205	75576	3	65
GO:0000155	73938	3	65
GO:0006289	73820	3	65
GO:0046933	73803	3	65
GO:0071949	73020	3	65
GO:0009380	72408	3	65
GO:0009098	72186	3	65
GO:0010181	72149	3	65
GO:0008237	71616	3	65
GO:0016620	70608	3	65
GO:0009099	68073	3	65
GO:0043565	67054	3	65
GO:0004553	66453	3	65
GO:0006261	66315	3	65
GO:0009236	66107	3	65
GO:0051213	65930	3	65
GO:0006096	64914	3	65
