Annotation	n	depth	station
GO:0016021	9711241	3	76
GO:0005524	6624365	3	76
GO:0005737	4735446	3	76
GO:0046872	4307345	3	76
GO:0005886	3493862	3	76
GO:0003677	2919561	3	76
GO:0016787	1914516	3	76
GO:0016491	1800267	3	76
GO:0000287	1199133	3	76
GO:0022857	1147449	3	76
GO:0008270	1098519	3	76
GO:0003824	1032350	3	76
GO:0016740	865037	3	76
GO:0051539	855131	3	76
GO:0055085	789756	3	76
GO:0050660	749565	3	76
GO:0042626	742664	3	76
GO:0005525	720326	3	76
GO:0009279	674756	3	76
GO:0032259	667055	3	76
GO:0030170	660654	3	76
GO:0016887	659921	3	76
GO:0005975	648809	3	76
GO:0003723	605947	3	76
GO:0003676	599978	3	76
GO:0006355	568301	3	76
GO:0006260	553315	3	76
GO:0006412	545111	3	76
GO:0006281	544981	3	76
GO:0000049	535006	3	76
GO:0000155	518080	3	76
GO:0051287	511547	3	76
GO:0020037	509446	3	76
GO:0003700	497172	3	76
GO:0003924	490845	3	76
GO:0008168	490236	3	76
GO:0009055	469920	3	76
GO:0016301	458317	3	76
GO:0006099	443608	3	76
GO:0000166	426310	3	76
GO:0051301	424772	3	76
GO:0051536	414266	3	76
GO:0003735	411373	3	76
GO:0006541	399317	3	76
GO:0016020	385354	3	76
GO:0009252	376084	3	76
GO:0005840	367131	3	76
GO:0004252	360129	3	76
GO:0008483	354951	3	76
GO:0006310	352317	3	76
GO:0016829	347270	3	76
GO:0050661	344559	3	76
GO:0016874	338206	3	76
GO:0043190	335701	3	76
GO:0019843	331387	3	76
GO:0003887	325072	3	76
GO:0009058	324560	3	76
GO:0008360	319168	3	76
GO:0003899	316874	3	76
GO:0071555	308785	3	76
GO:0003678	305585	3	76
GO:0000160	301615	3	76
GO:0004386	295545	3	76
GO:0005887	287600	3	76
GO:0006189	283252	3	76
GO:0030976	283208	3	76
GO:0006351	282766	3	76
GO:0007049	274415	3	76
GO:0006313	274314	3	76
GO:0005506	273896	3	76
GO:0043565	268239	3	76
GO:0006265	265989	3	76
GO:0015074	263256	3	76
GO:0016757	260410	3	76
GO:0004803	256714	3	76
GO:0008233	255764	3	76
GO:0008137	254840	3	76
GO:0051537	253844	3	76
GO:0016853	248405	3	76
GO:0004222	246776	3	76
GO:0006457	245205	3	76
GO:0003746	238876	3	76
GO:0016705	237515	3	76
GO:0042597	236395	3	76
GO:0008408	234692	3	76
GO:0016627	231522	3	76
GO:0016810	228201	3	76
GO:0002161	227114	3	76
GO:0010181	226776	3	76
GO:0009432	224943	3	76
GO:0006633	223312	3	76
GO:0051082	221125	3	76
GO:0071949	217693	3	76
GO:0005694	208223	3	76
GO:0048038	204773	3	76
GO:0004519	201957	3	76
GO:0016620	201719	3	76
GO:0009097	199679	3	76
GO:0008237	197126	3	76
GO:0003918	193701	3	76
GO:0004553	190167	3	76
GO:0042773	185044	3	76
GO:0006526	182643	3	76
GO:0008324	181828	3	76
GO:0031419	180862	3	76
