Annotation	n
GO:0070179	4
GO:0070260	4
GO:0070413	4
GO:0070536	4
GO:0070692	4
GO:0070867	4
GO:0070873	4
GO:0070936	4
GO:0070939	4
GO:0070979	4
GO:0070991	4
GO:0071005	4
GO:0071010	4
GO:0071255	4
GO:0071458	4
GO:0071459	4
GO:0071468	4
GO:0071469	4
GO:0071556	4
GO:0072423	4
GO:0072562	4
GO:0072665	4
GO:0080129	4
GO:0090083	4
GO:0090153	4
GO:0090156	4
GO:0090344	4
GO:0090368	4
GO:0090689	4
GO:0097010	4
GO:0097038	4
GO:0097204	4
GO:0097422	4
GO:0098025	4
GO:0098656	4
GO:0099402	4
GO:0106034	4
GO:0120095	4
GO:0120155	4
GO:0140018	4
GO:0140466	4
GO:1900153	4
GO:1900264	4
GO:1900756	4
GO:1901029	4
GO:1901195	4
GO:1901261	4
GO:1901407	4
GO:1901426	4
GO:1901524	4
GO:1901565	4
GO:1902093	4
GO:1902394	4
GO:1902426	4
GO:1902542	4
GO:1902570	4
GO:1903022	4
GO:1903364	4
GO:1903476	4
GO:1903715	4
GO:1903827	4
GO:1904070	4
GO:1905216	4
GO:1905345	4
GO:1905538	4
GO:1990251	4
GO:1990261	4
GO:1990542	4
GO:1990809	4
GO:1990814	4
GO:1990896	4
GO:2000045	4
GO:2000219	4
GO:2000251	4
GO:2000312	4
GO:2001158	4
GO:2001209	4
GO:2001243	4
GO:0000018	3
GO:0000242	3
GO:0000389	3
GO:0000395	3
GO:0000749	3
GO:0000793	3
GO:0000815	3
GO:0000828	3
GO:0000830	3
GO:0000831	3
GO:0001015	3
GO:0001094	3
GO:0001112	3
GO:0001156	3
GO:0001163	3
GO:0001172	3
GO:0001208	3
GO:0001561	3
GO:0001756	3
GO:0001878	3
GO:0001889	3
GO:0001933	3
GO:0002092	3
GO:0002099	3
GO:0003091	3
GO:0003096	3
GO:0003707	3
GO:0003973	3
GO:0004025	3
GO:0004028	3
GO:0004105	3
GO:0004487	3
GO:0004697	3
GO:0004779	3
GO:0004935	3
GO:0004994	3
GO:0005003	3
GO:0005275	3
GO:0005310	3
GO:0005547	3
GO:0005677	3
GO:0005746	3
GO:0005865	3
GO:0005962	3
GO:0005964	3
GO:0006062	3
GO:0006077	3
GO:0006214	3
GO:0006248	3
GO:0006249	3
GO:0006309	3
GO:0006359	3
GO:0006398	3
GO:0006448	3
GO:0006530	3
GO:0006660	3
GO:0006693	3
GO:0006753	3
GO:0006805	3
GO:0006933	3
GO:0007051	3
GO:0007100	3
GO:0007129	3
GO:0007517	3
GO:0007528	3
GO:0008190	3
GO:0008203	3
GO:0008204	3
GO:0008272	3
GO:0008300	3
GO:0008406	3
GO:0008525	3
GO:0008554	3
GO:0008623	3
GO:0008790	3
GO:0009074	3
GO:0009092	3
GO:0009123	3
GO:0009442	3
GO:0009553	3
GO:0009705	3
GO:0009738	3
GO:0009744	3
GO:0009753	3
GO:0009791	3
GO:0009908	3
GO:0009965	3
GO:0010091	3
GO:0010106	3
GO:0010155	3
GO:0010196	3
GO:0010216	3
GO:0010288	3
GO:0010333	3
GO:0010587	3
GO:0010603	3
GO:0010606	3
GO:0010767	3
GO:0010824	3
GO:0012501	3
GO:0012510	3
GO:0015020	3
GO:0015183	3
GO:0015187	3
GO:0015226	3
GO:0015481	3
GO:0015506	3
GO:0015827	3
GO:0015838	3
GO:0016043	3
GO:0016071	3
GO:0016180	3
GO:0016460	3
GO:0016562	3
GO:0016580	3
GO:0016656	3
GO:0016871	3
GO:0016907	3
GO:0017017	3
GO:0018515	3
GO:0018601	3
GO:0018683	3
GO:0019137	3
GO:0019166	3
GO:0019510	3
GO:0019571	3
GO:0019655	3
GO:0019657	3
GO:0019730	3
GO:0022843	3
GO:0030037	3
GO:0030137	3
GO:0030183	3
GO:0030371	3
GO:0030446	3
GO:0030534	3
GO:0030875	3
GO:0031034	3
GO:0031098	3
GO:0031107	3
GO:0031164	3
GO:0031431	3
GO:0031452	3
GO:0031543	3
GO:0031617	3
GO:0031669	3
GO:0031681	3
GO:0031930	3
GO:0031975	3
GO:0031990	3
GO:0032000	3
GO:0032116	3
GO:0032147	3
GO:0032174	3
GO:0032183	3
GO:0032211	3
GO:0032466	3
GO:0032467	3
GO:0032545	3
GO:0032797	3
GO:0032839	3
GO:0032974	3
GO:0033101	3
GO:0033223	3
GO:0033356	3
GO:0033752	3
GO:0033768	3
GO:0033940	3
GO:0033982	3
GO:0033984	3
GO:0033999	3
GO:0034256	3
GO:0034270	3
GO:0034307	3
GO:0034340	3
GO:0034353	3
GO:0034424	3
GO:0034474	3
GO:0034496	3
GO:0034502	3
GO:0034504	3
GO:0034597	3
GO:0034617	3
GO:0034707	3
GO:0035335	3
GO:0035445	3
GO:0035812	3
GO:0035864	3
GO:0036094	3
GO:0036205	3
GO:0036246	3
GO:0036508	3
GO:0042048	3
GO:0042127	3
GO:0042148	3
GO:0042171	3
GO:0042292	3
GO:0042813	3
GO:0042854	3
GO:0042958	3
GO:0043052	3
GO:0043054	3
GO:0043254	3
GO:0043280	3
GO:0043392	3
GO:0043515	3
GO:0043577	3
GO:0043629	3
GO:0043633	3
GO:0043800	3
GO:0043821	3
GO:0043892	3
GO:0043896	3
GO:0044025	3
GO:0044096	3
GO:0044167	3
GO:0044351	3
GO:0044389	3
GO:0044594	3
GO:0044604	3
GO:0044697	3
GO:0044783	3
GO:0045016	3
GO:0045149	3
GO:0045185	3
GO:0045298	3
GO:0045653	3
GO:0045664	3
GO:0045666	3
GO:0045735	3
GO:0045762	3
GO:0045851	3
GO:0045860	3
GO:0045881	3
GO:0045895	3
GO:0045930	3
GO:0046047	3
GO:0046052	3
GO:0046061	3
GO:0046076	3
GO:0046079	3
GO:0046132	3
GO:0046203	3
GO:0046461	3
GO:0046488	3
GO:0046658	3
GO:0046847	3
GO:0046922	3
GO:0046929	3
GO:0046956	3
GO:0047042	3
GO:0047059	3
GO:0047107	3
GO:0047695	3
GO:0047849	3
GO:0048156	3
GO:0048205	3
GO:0048219	3
GO:0048232	3
GO:0048285	3
GO:0048473	3
GO:0050164	3
GO:0050256	3
GO:0050277	3
GO:0050338	3
GO:0050361	3
GO:0050459	3
GO:0050500	3
GO:0050811	3
GO:0051027	3
GO:0051126	3
GO:0051216	3
GO:0051300	3
GO:0051444	3
GO:0051480	3
GO:0051601	3
GO:0051897	3
GO:0051938	3
GO:0051983	3
GO:0052845	3
GO:0055001	3
GO:0060003	3
GO:0060047	3
GO:0060196	3
GO:0060988	3
GO:0061402	3
GO:0061412	3
GO:0061543	3
GO:0061692	3
GO:0061908	3
GO:0061912	3
GO:0062040	3
GO:0062152	3
GO:0070012	3
GO:0070124	3
GO:0070129	3
GO:0070152	3
GO:0070187	3
GO:0070199	3
GO:0070212	3
GO:0070336	3
GO:0070359	3
GO:0070404	3
GO:0070449	3
GO:0070492	3
GO:0070583	3
GO:0070652	3
GO:0070734	3
GO:0070847	3
GO:0071036	3
GO:0071037	3
GO:0071040	3
GO:0071044	3
GO:0071050	3
GO:0071169	3
GO:0071211	3
GO:0071257	3
GO:0071264	3
GO:0071356	3
GO:0071396	3
GO:0071406	3
GO:0071441	3
GO:0071476	3
GO:0071507	3
GO:0071590	3
GO:0071592	3
GO:0071765	3
GO:0071816	3
GO:0071931	3
GO:0071958	3
GO:0071996	3
GO:0072428	3
GO:0072434	3
GO:0072545	3
GO:0080040	3
GO:0080090	3
GO:0080167	3
GO:0080182	3
GO:0080188	3
GO:0089716	3
GO:0090038	3
GO:0090084	3
GO:0090155	3
GO:0090180	3
GO:0090306	3
GO:0090334	3
GO:0090339	3
GO:0090406	3
GO:0090527	3
GO:0097080	3
GO:0097257	3
GO:0097344	3
GO:0097632	3
GO:0098753	3
GO:0098761	3
GO:0098807	3
GO:0098849	3
GO:0098863	3
GO:0098971	3
GO:0099080	3
GO:0099115	3
GO:0101011	3
GO:0102293	3
GO:0102799	3
GO:0102965	3
GO:0106330	3
GO:0106331	3
GO:0110025	3
GO:0110027	3
GO:0110083	3
GO:0110129	3
GO:0120015	3
GO:0140285	3
GO:1900049	3
GO:1901002	3
GO:1901255	3
GO:1901494	3
GO:1901981	3
GO:1901998	3
GO:1902000	3
GO:1902364	3
GO:1902657	3
GO:1902716	3
GO:1903211	3
GO:1903259	3
GO:1903338	3
GO:1903353	3
GO:1903471	3
GO:1903501	3
GO:1903670	3
GO:1903833	3
GO:1903896	3
GO:1903988	3
GO:1904030	3
GO:1904515	3
GO:1904564	3
GO:1904667	3
GO:1904983	3
GO:1905339	3
GO:1905606	3
GO:1990115	3
GO:1990143	3
GO:1990260	3
GO:1990298	3
GO:1990342	3
GO:1990381	3
GO:1990404	3
GO:1990415	3
GO:1990593	3
GO:1990817	3
GO:2000060	3
GO:2000185	3
GO:2000198	3
GO:2000616	3
GO:2000630	3
GO:2000636	3
GO:2001165	3
GO:2001256	3
GO:0000007	2
GO:0000017	2
GO:0000023	2
GO:0000033	2
GO:0000064	2
GO:0000095	2
GO:0000110	2
GO:0000140	2
GO:0000185	2
GO:0000235	2
GO:0000248	2
GO:0000294	2
GO:0000296	2
GO:0000402	2
GO:0000417	2
GO:0000435	2
GO:0000461	2
GO:0000707	2
GO:0000733	2
GO:0000737	2
GO:0000791	2
GO:0000817	2
GO:0000915	2
GO:0000941	2
GO:0000942	2
GO:0000963	2
GO:0001080	2
GO:0001103	2
GO:0001193	2
GO:0001198	2
GO:0001315	2
GO:0001540	2
GO:0001578	2
GO:0001609	2
GO:0001673	2
GO:0001707	2
GO:0001817	2
GO:0001895	2
GO:0001896	2
GO:0001916	2
GO:0001932	2
GO:0001947	2
GO:0002049	2
GO:0002127	2
GO:0002144	2
GO:0002244	2
GO:0003309	2
GO:0003400	2
GO:0003680	2
GO:0004092	2
GO:0004095	2
GO:0004103	2
GO:0004137	2
GO:0004338	2
GO:0004381	2
GO:0004486	2
GO:0004549	2
GO:0004675	2
GO:0004745	2
GO:0004862	2
GO:0004950	2
GO:0005042	2
GO:0005160	2
GO:0005291	2
GO:0005368	2
GO:0005427	2
GO:0005476	2
GO:0005520	2
GO:0005549	2
GO:0005796	2
GO:0005798	2
GO:0005826	2
GO:0005950	2
GO:0005979	2
GO:0006043	2
GO:0006111	2
GO:0006178	2
GO:0006227	2
GO:0006295	2
GO:0006362	2
GO:0006473	2
GO:0006497	2
GO:0006505	2
GO:0006540	2
GO:0006544	2
GO:0006582	2
GO:0006591	2
GO:0006592	2
GO:0006593	2
GO:0006658	2
GO:0006666	2
GO:0006671	2
GO:0006688	2
GO:0006735	2
GO:0006836	2
GO:0006844	2
GO:0006847	2
GO:0006875	2
GO:0006900	2
GO:0006936	2
GO:0006975	2
GO:0007040	2
GO:0007041	2
GO:0007042	2
GO:0007140	2
GO:0007193	2
GO:0007214	2
GO:0007259	2
GO:0007292	2
GO:0007329	2
GO:0007548	2
GO:0008009	2
GO:0008089	2
GO:0008153	2
GO:0008160	2
GO:0008206	2
GO:0008283	2
GO:0008307	2
GO:0008332	2
GO:0008429	2
GO:0008589	2
GO:0008594	2
GO:0008637	2
GO:0008884	2
GO:0009230	2
GO:0009266	2
GO:0009299	2
GO:0009505	2
GO:0009524	2
GO:0009590	2
GO:0009741	2
GO:0009757	2
GO:0009825	2
GO:0009850	2
GO:0009949	2
GO:0009970	2
GO:0010039	2
GO:0010078	2
GO:0010109	2
GO:0010128	2
GO:0010161	2
GO:0010193	2
GO:0010311	2
GO:0010332	2
GO:0010446	2
GO:0010457	2
GO:0010492	2
GO:0010521	2
GO:0010592	2
GO:0010607	2
GO:0010621	2
GO:0010697	2
GO:0010698	2
GO:0010753	2
GO:0010833	2
GO:0010856	2
GO:0010906	2
GO:0010959	2
GO:0010969	2
GO:0010992	2
GO:0010995	2
GO:0014068	2
GO:0014823	2
GO:0015146	2
GO:0015248	2
GO:0015295	2
GO:0015377	2
GO:0015426	2
GO:0015431	2
GO:0015467	2
GO:0015538	2
GO:0015757	2
GO:0015795	2
GO:0015797	2
GO:0015810	2
GO:0015817	2
GO:0015828	2
GO:0015836	2
GO:0015945	2
GO:0016010	2
GO:0016094	2
GO:0016162	2
GO:0016203	2
GO:0016247	2
GO:0016259	2
GO:0016261	2
GO:0016262	2
GO:0016339	2
GO:0016433	2
GO:0016577	2
GO:0016670	2
GO:0016741	2
GO:0017171	2
GO:0018025	2
GO:0018293	2
GO:0018812	2
GO:0018835	2
GO:0019152	2
GO:0019200	2
GO:0019229	2
GO:0019265	2
GO:0019266	2
GO:0019280	2
GO:0019320	2
GO:0019450	2
GO:0019511	2
GO:0019761	2
GO:0019788	2
GO:0019809	2
GO:0019836	2
GO:0019876	2
GO:0019956	2
GO:0021564	2
GO:0021744	2
GO:0021762	2
GO:0022417	2
GO:0022893	2
GO:0030029	2
GO:0030057	2
GO:0030115	2
GO:0030125	2
GO:0030198	2
GO:0030228	2
GO:0030241	2
GO:0030250	2
GO:0030274	2
GO:0030295	2
GO:0030322	2
GO:0030346	2
GO:0030397	2
GO:0030411	2
GO:0030421	2
GO:0030431	2
GO:0030474	2
GO:0030491	2
GO:0030574	2
GO:0030627	2
GO:0030770	2
GO:0030836	2
GO:0030902	2
GO:0030990	2
GO:0031053	2
GO:0031076	2
GO:0031087	2
GO:0031101	2
GO:0031117	2
GO:0031125	2
GO:0031157	2
GO:0031276	2
GO:0031291	2
GO:0031301	2
GO:0031315	2
GO:0031382	2
GO:0031385	2
GO:0031435	2
GO:0031508	2
GO:0031509	2
GO:0031511	2
GO:0031594	2
GO:0031665	2
GO:0031940	2
GO:0032027	2
GO:0032033	2
GO:0032042	2
GO:0032045	2
GO:0032048	2
GO:0032056	2
GO:0032139	2
GO:0032148	2
GO:0032474	2
GO:0032588	2
GO:0032655	2
GO:0032757	2
GO:0032791	2
GO:0032794	2
GO:0032807	2
GO:0032869	2
GO:0032885	2
GO:0032978	2
GO:0033077	2
GO:0033106	2
GO:0033116	2
GO:0033151	2
GO:0033167	2
GO:0033172	2
GO:0033214	2
GO:0033215	2
GO:0033260	2
GO:0033262	2
GO:0033309	2
GO:0033316	2
GO:0033365	2
GO:0033549	2
GO:0033615	2
GO:0033692	2
GO:0033757	2
GO:0033833	2
GO:0033859	2
GO:0033910	2
GO:0034012	2
GO:0034013	2
GO:0034039	2
GO:0034089	2
GO:0034090	2
GO:0034166	2
GO:0034204	2
GO:0034217	2
GO:0034329	2
GO:0034338	2
GO:0034396	2
GO:0034411	2
GO:0034432	2
GO:0034514	2
GO:0034614	2
GO:0034634	2
GO:0034648	2
GO:0034715	2
GO:0034729	2
GO:0034751	2
GO:0034774	2
GO:0034965	2
GO:0035050	2
GO:0035251	2
GO:0035257	2
GO:0035336	2
GO:0035352	2
GO:0035404	2
GO:0035519	2
GO:0035544	2
GO:0035562	2
GO:0035633	2
GO:0035673	2
GO:0035690	2
GO:0035719	2
GO:0035821	2
GO:0035845	2
GO:0035970	2
GO:0036001	2
GO:0036085	2
GO:0036091	2
GO:0036151	2
GO:0036228	2
GO:0036261	2
GO:0036267	2
GO:0036278	2
GO:0036286	2
GO:0036460	2
GO:0038096	2
GO:0040024	2
GO:0040039	2
GO:0042135	2
GO:0042180	2
GO:0042219	2
GO:0042275	2
GO:0042308	2
GO:0042327	2
GO:0042552	2
GO:0042572	2
GO:0042601	2
GO:0042723	2
GO:0042764	2
GO:0042795	2
GO:0042796	2
GO:0042940	2
GO:0043035	2
GO:0043050	2
GO:0043090	2
GO:0043124	2
GO:0043189	2
GO:0043200	2
GO:0043211	2
GO:0043227	2
GO:0043240	2
GO:0043269	2
GO:0043312	2
GO:0043325	2
GO:0043407	2
GO:0043418	2
GO:0043443	2
GO:0043487	2
GO:0043524	2
GO:0043527	2
GO:0043528	2
GO:0043548	2
GO:0043552	2
GO:0043628	2
GO:0043843	2
GO:0043934	2
GO:0043942	2
GO:0043951	2
GO:0043988	2
GO:0044374	2
GO:0044599	2
GO:0044778	2
GO:0044879	2
GO:0045005	2
GO:0045070	2
GO:0045129	2
GO:0045184	2
GO:0045216	2
GO:0045250	2
GO:0045284	2
GO:0045437	2
GO:0045486	2
GO:0045494	2
GO:0045548	2
GO:0045639	2
GO:0045694	2
GO:0045793	2
GO:0045808	2
GO:0045815	2
GO:0045818	2
GO:0045880	2
GO:0045931	2
GO:0046459	2
GO:0046486	2
GO:0046557	2
GO:0046568	2
GO:0046579	2
GO:0046586	2
GO:0046901	2
GO:0046942	2
GO:0047073	2
GO:0047196	2
GO:0047427	2
GO:0047489	2
GO:0047496	2
GO:0047549	2
GO:0047555	2
GO:0047560	2
GO:0047749	2
GO:0047751	2
GO:0047798	2
GO:0047799	2
GO:0047809	2
GO:0047817	2
GO:0047910	2
GO:0047933	2
GO:0047940	2
GO:0048013	2
GO:0048026	2
GO:0048440	2
GO:0048443	2
GO:0048453	2
GO:0048481	2
GO:0048538	2
GO:0048544	2
GO:0048593	2
GO:0048769	2
GO:0048813	2
GO:0050019	2
GO:0050109	2
GO:0050243	2
GO:0050490	2
GO:0050508	2
GO:0050665	2
GO:0050727	2
GO:0050729	2
GO:0050775	2
GO:0050804	2
GO:0050825	2
GO:0050849	2
GO:0050927	2
GO:0051011	2
GO:0051176	2
GO:0051180	2
GO:0051209	2
GO:0051229	2
GO:0051491	2
GO:0051516	2
GO:0051594	2
GO:0051606	2
GO:0051623	2
GO:0051638	2
GO:0051645	2
GO:0051724	2
GO:0051764	2
GO:0051896	2
GO:0051987	2
GO:0051999	2
GO:0052562	2
GO:0052675	2
GO:0052676	2
GO:0052731	2
GO:0052732	2
GO:0052890	2
GO:0055046	2
GO:0055071	2
GO:0055131	2
GO:0060027	2
GO:0060059	2
GO:0060076	2
GO:0060211	2
GO:0060215	2
GO:0060252	2
GO:0060322	2
GO:0061061	2
GO:0061083	2
GO:0061163	2
GO:0061395	2
GO:0061399	2
GO:0061410	2
GO:0061419	2
GO:0061454	2
GO:0061576	2
GO:0061604	2
GO:0061645	2
GO:0061672	2
GO:0061749	2
GO:0061762	2
GO:0061770	2
GO:0061987	2
GO:0062157	2
GO:0070154	2
GO:0070156	2
GO:0070197	2
GO:0070198	2
GO:0070202	2
GO:0070485	2
GO:0070509	2
GO:0070527	2
GO:0070584	2
GO:0070726	2
GO:0070822	2
GO:0070863	2
GO:0070930	2
GO:0071020	2
GO:0071033	2
GO:0071071	2
GO:0071074	2
GO:0071164	2
GO:0071232	2
GO:0071242	2
GO:0071248	2
GO:0071321	2
GO:0071346	2
GO:0071347	2
GO:0071409	2
GO:0071447	2
GO:0071453	2
GO:0071472	2
GO:0071483	2
GO:0071494	2
GO:0071554	2
GO:0071578	2
GO:0071619	2
GO:0071701	2
GO:0071731	2
GO:0071933	2
GO:0071970	2
GO:0072341	2
GO:0072384	2
GO:0072488	2
GO:0072542	2
GO:0072697	2
GO:0075297	2
GO:0080163	2
GO:0090053	2
GO:0090262	2
GO:0090316	2
GO:0090351	2
GO:0090372	2
GO:0090378	2
GO:0090385	2
GO:0090513	2
GO:0090514	2
GO:0090515	2
GO:0090516	2
GO:0090518	2
GO:0090579	2
GO:0097063	2
GO:0097164	2
GO:0097308	2
GO:0097362	2
GO:0097431	2
GO:0097446	2
GO:0097586	2
GO:0097589	2
GO:0097635	2
GO:0097695	2
GO:0097745	2
GO:0097752	2
GO:0098026	2
GO:0098542	2
GO:0098562	2
GO:0098709	2
GO:0098781	2
GO:0098841	2
GO:0099106	2
GO:0099503	2
GO:0101018	2
GO:0101031	2
GO:0102200	2
GO:0106222	2
GO:0110051	2
GO:0120103	2
GO:0120151	2
GO:0120171	2
GO:0120226	2
GO:0140357	2
GO:0140434	2
GO:0140570	2
GO:1900189	2
GO:1901006	2
GO:1901262	2
GO:1901352	2
GO:1901481	2
GO:1901482	2
GO:1901537	2
GO:1901682	2
GO:1901858	2
GO:1901896	2
GO:1901901	2
GO:1902001	2
GO:1902017	2
GO:1902109	2
GO:1902269	2
GO:1902274	2
GO:1902391	2
GO:1902425	2
GO:1902445	2
GO:1902495	2
GO:1902557	2
GO:1902558	2
GO:1902559	2
GO:1902584	2
GO:1902603	2
GO:1902745	2
GO:1902915	2
GO:1902983	2
GO:1903078	2
GO:1903087	2
GO:1903146	2
GO:1903206	2
GO:1903450	2
GO:1903490	2
GO:1903600	2
GO:1903665	2
GO:1903725	2
GO:1903981	2
GO:1904183	2
GO:1904231	2
GO:1904498	2
GO:1904659	2
GO:1904813	2
GO:1904855	2
GO:1905153	2
GO:1905169	2
GO:1905342	2
GO:1905691	2
GO:1905754	2
GO:1990043	2
GO:1990070	2
GO:1990113	2
GO:1990114	2
GO:1990169	2
GO:1990269	2
GO:1990281	2
GO:1990344	2
GO:1990451	2
GO:1990483	2
GO:1990527	2
GO:1990549	2
GO:1990570	2
GO:1990575	2
GO:1990577	2
GO:1990616	2
GO:1990731	2
GO:1990813	2
GO:1990819	2
GO:1990830	2
GO:1990860	2
GO:1990862	2
GO:2000001	2
GO:2000100	2
GO:2000200	2
GO:2000221	2
GO:2000234	2
GO:2000622	2
GO:2000805	2
GO:2000813	2
GO:2000815	2
GO:2000879	2
GO:2001020	2
GO:2001042	2
GO:2001235	2
GO:2001240	2
GO:2001247	2
GO:2001255	2
GO:0000012	1
GO:0000098	1
GO:0000109	1
GO:0000111	1
GO:0000165	1
GO:0000171	1
GO:0000217	1
GO:0000249	1
GO:0000253	1
GO:0000274	1
GO:0000304	1
GO:0000316	1
GO:0000319	1
GO:0000373	1
GO:0000375	1
GO:0000411	1
GO:0000423	1
GO:0000709	1
GO:0000743	1
GO:0000751	1
GO:0000783	1
GO:0000838	1
GO:0000928	1
GO:0000957	1
GO:0000984	1
GO:0001002	1
GO:0001003	1
GO:0001018	1
GO:0001065	1
GO:0001068	1
GO:0001072	1
GO:0001079	1
GO:0001093	1
GO:0001095	1
GO:0001096	1
GO:0001097	1
GO:0001139	1
GO:0001197	1
GO:0001222	1
GO:0001406	1
GO:0001409	1
GO:0001523	1
GO:0001568	1
GO:0001616	1
GO:0001650	1
GO:0001654	1
GO:0001659	1
GO:0001667	1
GO:0001672	1
GO:0001701	1
GO:0001709	1
GO:0001750	1
GO:0001823	1
GO:0001824	1
GO:0001869	1
GO:0001883	1
GO:0001890	1
GO:0001913	1
GO:0001919	1
GO:0001945	1
GO:0001955	1
GO:0001968	1
GO:0002027	1
GO:0002072	1
GO:0002118	1
GO:0002135	1
GO:0002138	1
GO:0002168	1
GO:0002213	1
GO:0002357	1
GO:0002433	1
GO:0002536	1
GO:0002758	1
GO:0002768	1
GO:0002943	1
GO:0003007	1
GO:0003014	1
GO:0003146	1
GO:0003190	1
GO:0003203	1
GO:0003310	1
GO:0003355	1
GO:0003356	1
GO:0003384	1
GO:0003403	1
GO:0003407	1
GO:0003711	1
GO:0003823	1
GO:0004382	1
GO:0004415	1
GO:0004445	1
GO:0004454	1
GO:0004510	1
GO:0004511	1
GO:0004529	1
GO:0004711	1
GO:0004741	1
GO:0004835	1
GO:0004838	1
GO:0004865	1
GO:0004938	1
GO:0004940	1
GO:0004945	1
GO:0004983	1
GO:0004998	1
GO:0005021	1
GO:0005046	1
GO:0005052	1
GO:0005095	1
GO:0005118	1
GO:0005178	1
GO:0005185	1
GO:0005215	1
GO:0005222	1
GO:0005223	1
GO:0005225	1
GO:0005274	1
GO:0005300	1
GO:0005342	1
GO:0005352	1
GO:0005363	1
GO:0005364	1
GO:0005412	1
GO:0005469	1
GO:0005477	1
GO:0005496	1
GO:0005652	1
GO:0005700	1
GO:0005703	1
GO:0005756	1
GO:0005822	1
GO:0005824	1
GO:0005825	1
GO:0005892	1
GO:0005903	1
GO:0005981	1
GO:0005982	1
GO:0005983	1
GO:0006037	1
GO:0006038	1
GO:0006110	1
GO:0006208	1
GO:0006222	1
GO:0006277	1
GO:0006286	1
GO:0006346	1
GO:0006363	1
GO:0006403	1
GO:0006404	1
GO:0006507	1
GO:0006509	1
GO:0006566	1
GO:0006617	1
GO:0006684	1
GO:0006686	1
GO:0006742	1
GO:0006771	1
GO:0006849	1
GO:0006901	1
GO:0006903	1
GO:0006911	1
GO:0007006	1
GO:0007007	1
GO:0007080	1
GO:0007114	1
GO:0007116	1
GO:0007142	1
GO:0007143	1
GO:0007228	1
GO:0007234	1
GO:0007377	1
GO:0007390	1
GO:0007394	1
GO:0007416	1
GO:0007420	1
GO:0007426	1
GO:0007435	1
GO:0007520	1
GO:0007525	1
GO:0007563	1
GO:0007580	1
GO:0007617	1
GO:0007631	1
GO:0008016	1
GO:0008078	1
GO:0008103	1
GO:0008114	1
GO:0008140	1
GO:0008252	1
GO:0008258	1
GO:0008275	1
GO:0008311	1
GO:0008315	1
GO:0008333	1
GO:0008344	1
GO:0008355	1
GO:0008356	1
GO:0008469	1
GO:0008511	1
GO:0008517	1
GO:0008542	1
GO:0008551	1
GO:0008614	1
GO:0008715	1
GO:0008735	1
GO:0008793	1
GO:0008843	1
GO:0008918	1
GO:0009070	1
GO:0009115	1
GO:0009134	1
GO:0009167	1
GO:0009200	1
GO:0009213	1
GO:0009214	1
GO:0009237	1
GO:0009242	1
GO:0009257	1
GO:0009273	1
GO:0009314	1
GO:0009454	1
GO:0009528	1
GO:0009540	1
GO:0009585	1
GO:0009594	1
GO:0009612	1
GO:0009626	1
GO:0009630	1
GO:0009631	1
GO:0009642	1
GO:0009684	1
GO:0009700	1
GO:0009723	1
GO:0009745	1
GO:0009751	1
GO:0009815	1
GO:0009822	1
GO:0009846	1
GO:0009863	1
GO:0009867	1
GO:0009875	1
GO:0009887	1
GO:0009888	1
GO:0009897	1
GO:0009952	1
GO:0009953	1
GO:0009957	1
GO:0009969	1
GO:0009987	1
GO:0010017	1
GO:0010019	1
GO:0010026	1
GO:0010043	1
GO:0010070	1
GO:0010093	1
GO:0010116	1
GO:0010120	1
GO:0010143	1
GO:0010182	1
GO:0010183	1
GO:0010200	1
GO:0010229	1
GO:0010230	1
GO:0010247	1
GO:0010269	1
GO:0010310	1
GO:0010369	1
GO:0010491	1
GO:0010512	1
GO:0010527	1
GO:0010571	1
GO:0010581	1
GO:0010591	1
GO:0010595	1
GO:0010637	1
GO:0010667	1
GO:0010691	1
GO:0010723	1
GO:0010763	1
GO:0010765	1
GO:0010789	1
GO:0010827	1
GO:0010835	1
GO:0010846	1
GO:0010883	1
GO:0010929	1
GO:0010942	1
GO:0010944	1
GO:0010945	1
GO:0010947	1
GO:0010966	1
GO:0010970	1
GO:0010973	1
GO:0014706	1
GO:0014850	1
GO:0015015	1
GO:0015037	1
GO:0015085	1
GO:0015131	1
GO:0015136	1
GO:0015138	1
GO:0015141	1
GO:0015151	1
GO:0015174	1
GO:0015181	1
GO:0015184	1
GO:0015191	1
GO:0015203	1
GO:0015227	1
GO:0015244	1
GO:0015254	1
GO:0015271	1
GO:0015275	1
GO:0015349	1
GO:0015355	1
GO:0015680	1
GO:0015691	1
GO:0015720	1
GO:0015723	1
GO:0015729	1
GO:0015741	1
GO:0015768	1
GO:0015771	1
GO:0015786	1
GO:0015793	1
GO:0015801	1
GO:0015802	1
GO:0015805	1
GO:0015811	1
GO:0015814	1
GO:0015818	1
GO:0015820	1
GO:0015829	1
GO:0015837	1
GO:0015858	1
GO:0015887	1
GO:0015908	1
GO:0015938	1
GO:0016011	1
GO:0016048	1
GO:0016072	1
GO:0016074	1
GO:0016081	1
GO:0016082	1
GO:0016176	1
GO:0016188	1
GO:0016234	1
GO:0016235	1
GO:0016263	1
GO:0016266	1
GO:0016281	1
GO:0016297	1
GO:0016319	1
GO:0016322	1
GO:0016344	1
GO:0016444	1
GO:0016446	1
GO:0016492	1
GO:0016494	1
GO:0016532	1
GO:0016576	1
GO:0016589	1
GO:0016595	1
GO:0016598	1
GO:0016601	1
GO:0016653	1
GO:0016661	1
GO:0016684	1
GO:0016762	1
